Product,Date,MRP,Discount,CLP,Platform,City,City Tier,Impressions,Clicks,Spend,Quantity Sold,Competitor,Competitor MRP,Competitor Discount,Competitor Price
Shampoo,9/7/2024,1149,0.05,1091.55,Nykaa,Nagpur,Tier 2,9505,281,1187,10,Competitor C,810,0.1,729
Shampoo,9/7/2024,1149,0.05,1091.55,Flipkart,Varanasi,Tier 3,10510,792,4194,51,Competitor C,810,0.1,729
Shampoo,9/7/2024,1149,0.05,1091.55,Purplle,Pune,Tier 1,187,5,98,1,Competitor C,810,0.1,729
Shampoo,9/7/2024,1149,0.05,1091.55,Flipkart,Agra,Tier 2,6765,337,825,30,Competitor C,810,0.1,729
Shampoo,9/7/2024,1149,0.05,1091.55,Nykaa,Jamshedpur,Tier 3,7244,296,648,21,Competitor C,810,0.1,729
Shampoo,9/7/2024,1149,0.05,1091.55,Myntra,Vijayawada,Tier 3,4332,94,848,3,Competitor C,810,0.1,729
Shampoo,9/7/2024,1149,0.05,1091.55,Purplle,Amritsar,Tier 3,4531,209,1908,10,Competitor C,810,0.1,729
Shampoo,9/7/2024,1149,0.05,1091.55,Flipkart,Visakhapatnam,Tier 2,11451,233,221,4,Competitor C,810,0.1,729
Shampoo,9/8/2024,1149,0.05,1091.55,Flipkart,Guwahati,Tier 3,11371,130,2220,4,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Flipkart,Hyderabad,Tier 1,12113,416,2850,22,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Myntra,Visakhapatnam,Tier 2,7668,195,1954,10,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Flipkart,Coimbatore,Tier 2,4960,287,1862,7,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Purplle,Jaipur,Tier 2,858,14,471,1,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Myntra,Jaipur,Tier 2,4531,344,341,17,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Myntra,Vijayawada,Tier 3,2366,123,658,7,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Purplle,Kolkata,Tier 1,4362,87,507,6,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Flipkart,Trivandrum,Tier 3,10814,177,3256,10,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Myntra,Delhi,Tier 1,7176,351,899,22,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Myntra,Chennai,Tier 1,648,27,155,2,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Flipkart,Faridabad,Tier 2,3871,105,1328,2,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Myntra,Srinagar,Tier 3,6411,432,1095,17,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Flipkart,Kolkata,Tier 1,11208,129,446,11,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Myntra,Coimbatore,Tier 2,2871,28,374,2,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Myntra,Jodhpur,Tier 3,1727,106,68,2,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Myntra,Hyderabad,Tier 1,1676,79,217,2,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Flipkart,Patna,Tier 2,7313,583,190,35,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Purplle,Jamshedpur,Tier 3,3467,61,206,4,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Flipkart,Visakhapatnam,Tier 2,11116,399,793,18,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Purplle,Delhi,Tier 1,2853,65,527,5,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Purplle,Hyderabad,Tier 1,2337,92,996,8,Competitor C,810,0,810
Shampoo,9/8/2024,1149,0.05,1091.55,Purplle,Varanasi,Tier 3,537,36,159,2,Competitor C,810,0,810
Shampoo,9/9/2024,1149,0,1149,Nykaa,Vijayawada,Tier 3,8457,479,3194,30,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Myntra,Lucknow,Tier 2,786,42,89,2,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Myntra,Visakhapatnam,Tier 2,8512,408,504,13,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Purplle,Trivandrum,Tier 3,4575,131,1192,2,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Flipkart,Indore,Tier 2,2996,53,620,1,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Flipkart,Bhopal,Tier 2,2931,155,541,8,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Myntra,Mumbai,Tier 1,7263,372,2778,24,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Flipkart,Faridabad,Tier 2,10400,140,3153,8,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Nykaa,Hyderabad,Tier 1,6032,460,549,23,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Nykaa,Amritsar,Tier 3,7978,93,527,7,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Nykaa,Visakhapatnam,Tier 2,3890,205,148,13,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Nykaa,Mumbai,Tier 1,9052,200,2474,9,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Myntra,Jamshedpur,Tier 3,3915,193,1040,8,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Nykaa,Agra,Tier 2,4144,132,318,8,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Flipkart,Mumbai,Tier 1,2353,34,151,2,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Nykaa,Bangalore,Tier 1,11654,449,2740,8,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Nykaa,Nagpur,Tier 2,11496,187,5133,6,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Myntra,Vijayawada,Tier 3,8008,537,1308,40,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Myntra,Bangalore,Tier 1,4976,149,946,11,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Flipkart,Jodhpur,Tier 3,7225,82,2706,4,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Myntra,Jaipur,Tier 2,6664,82,1260,4,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Purplle,Madurai,Tier 3,144,1,40,1,Competitor C,810,0.15,688.5
Shampoo,9/9/2024,1149,0,1149,Purplle,Jodhpur,Tier 3,95,6,49,1,Competitor C,810,0.15,688.5
Shampoo,9/10/2024,1149,0.3,804.3,Purplle,Nagpur,Tier 2,1818,34,483,5,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Nykaa,Trivandrum,Tier 3,7506,358,166,43,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Myntra,Madurai,Tier 3,328,15,126,1,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Amazon,Bangalore,Tier 1,936,67,70,2,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Purplle,Trivandrum,Tier 3,5926,415,1827,40,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Myntra,Pune,Tier 1,7920,265,1271,25,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Flipkart,Trivandrum,Tier 3,5266,227,535,31,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Nykaa,Chennai,Tier 1,6129,346,2105,9,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Nykaa,Agra,Tier 2,6450,415,985,25,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Myntra,Srinagar,Tier 3,7756,324,2364,29,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Myntra,Allahabad,Tier 3,3196,136,71,10,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Flipkart,Vijayawada,Tier 3,6273,82,660,6,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Nykaa,Coimbatore,Tier 2,4062,217,1503,25,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Purplle,Guwahati,Tier 3,3857,251,1676,10,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Flipkart,Agra,Tier 2,12686,948,3923,63,Competitor C,810,0.05,769.5
Shampoo,9/10/2024,1149,0.3,804.3,Flipkart,Mumbai,Tier 1,6386,347,1054,32,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Nykaa,Coimbatore,Tier 2,10363,495,2650,45,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Nykaa,Kanpur,Tier 2,234,16,25,1,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Nykaa,Mumbai,Tier 1,10173,486,4107,29,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Purplle,Agra,Tier 2,6304,177,2516,22,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Myntra,Bhopal,Tier 2,4876,249,742,6,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Amazon,Nagpur,Tier 2,10182,376,3344,44,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Flipkart,Amritsar,Tier 3,11154,357,507,16,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Nykaa,Nagpur,Tier 2,7798,511,2586,47,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Flipkart,Varanasi,Tier 3,8970,91,279,8,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Nykaa,Pune,Tier 1,9716,271,3161,11,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Nykaa,Trivandrum,Tier 3,2308,100,874,10,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Myntra,Jaipur,Tier 2,4293,81,550,10,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Flipkart,Jamshedpur,Tier 3,6150,89,2204,9,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Amazon,Coimbatore,Tier 2,12093,525,3240,29,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Flipkart,Bangalore,Tier 1,4700,292,168,31,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Nykaa,Allahabad,Tier 3,835,39,169,5,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Flipkart,Srinagar,Tier 3,9022,330,2882,36,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Nykaa,Guwahati,Tier 3,2947,135,816,7,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Purplle,Madurai,Tier 3,5647,435,1999,45,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Amazon,Amritsar,Tier 3,3888,281,625,15,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Purplle,Jamshedpur,Tier 3,6825,417,149,45,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Amazon,Lucknow,Tier 2,6571,284,634,13,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Nykaa,Bhopal,Tier 2,1891,132,770,16,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Purplle,Srinagar,Tier 3,6281,452,3024,41,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Myntra,Hyderabad,Tier 1,619,8,204,1,Competitor C,810,0.05,769.5
Shampoo,9/11/2024,1149,0.25,861.75,Nykaa,Agra,Tier 2,7062,504,945,30,Competitor C,810,0.05,769.5
Shampoo,9/12/2024,1149,0.1,1034.1,Myntra,Madurai,Tier 3,8259,336,601,7,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Myntra,Bhopal,Tier 2,4885,84,95,2,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Flipkart,Visakhapatnam,Tier 2,12632,459,2515,35,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Amazon,Coimbatore,Tier 2,930,37,317,1,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Purplle,Srinagar,Tier 3,1359,44,715,1,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Purplle,Coimbatore,Tier 2,4659,368,245,12,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Flipkart,Faridabad,Tier 2,12325,376,2986,10,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Myntra,Visakhapatnam,Tier 2,1354,88,243,7,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Myntra,Amritsar,Tier 3,7048,83,3098,3,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Amazon,Hyderabad,Tier 1,11209,485,3866,38,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Nykaa,Guwahati,Tier 3,6992,127,3065,4,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Myntra,Jamshedpur,Tier 3,2401,67,668,7,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Myntra,Pune,Tier 1,3247,117,978,11,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Nykaa,Agra,Tier 2,9583,338,254,23,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Nykaa,Hyderabad,Tier 1,5378,60,2391,3,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Purplle,Madurai,Tier 3,3737,149,1764,11,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Nykaa,Coimbatore,Tier 2,2383,176,472,10,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Nykaa,Nagpur,Tier 2,9798,436,4082,17,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Purplle,Jaipur,Tier 2,4386,114,149,7,Competitor C,810,0,810
Shampoo,9/12/2024,1149,0.1,1034.1,Nykaa,Lucknow,Tier 2,333,4,33,1,Competitor C,810,0,810
Shampoo,9/13/2024,1149,0.1,1034.1,Flipkart,Nagpur,Tier 2,10663,555,3799,33,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Flipkart,Coimbatore,Tier 2,548,11,88,1,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Myntra,Lucknow,Tier 2,1123,87,424,4,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Myntra,Faridabad,Tier 2,5434,64,1518,5,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Flipkart,Vijayawada,Tier 3,10344,562,1863,50,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Flipkart,Chennai,Tier 1,10439,574,4016,35,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Flipkart,Indore,Tier 2,7014,103,1225,5,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Myntra,Kanpur,Tier 2,8001,579,1024,48,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Nykaa,Kolkata,Tier 1,4285,251,1172,14,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Flipkart,Madurai,Tier 3,8387,532,390,39,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Myntra,Bhopal,Tier 2,7212,575,865,28,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Nykaa,Coimbatore,Tier 2,2469,61,583,4,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Flipkart,Visakhapatnam,Tier 2,12730,686,202,45,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Amazon,Agra,Tier 2,13056,644,874,40,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Flipkart,Lucknow,Tier 2,7878,108,539,3,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Myntra,Bangalore,Tier 1,2232,104,491,10,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Myntra,Nagpur,Tier 2,5658,215,1772,24,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Nykaa,Amritsar,Tier 3,7020,260,2129,13,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Nykaa,Pune,Tier 1,7480,286,1792,24,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Myntra,Vijayawada,Tier 3,4675,185,1829,10,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Myntra,Patna,Tier 2,2164,99,158,6,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Purplle,Chennai,Tier 1,5115,264,1817,11,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Myntra,Jodhpur,Tier 3,3833,57,1690,2,Competitor C,810,0.15,688.5
Shampoo,9/13/2024,1149,0.1,1034.1,Purplle,Delhi,Tier 1,6555,506,3413,29,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Purplle,Vijayawada,Tier 3,2394,70,494,5,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Flipkart,Agra,Tier 2,6743,197,1422,11,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Myntra,Faridabad,Tier 2,4719,84,860,6,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Nykaa,Bhopal,Tier 2,4045,167,820,14,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Nykaa,Visakhapatnam,Tier 2,6879,143,463,12,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Myntra,Mumbai,Tier 1,3231,130,553,10,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Amazon,Trivandrum,Tier 3,11889,712,1967,62,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Myntra,Bangalore,Tier 1,3900,92,513,5,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Amazon,Indore,Tier 2,12982,1010,2097,57,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Flipkart,Chennai,Tier 1,9395,255,462,22,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Amazon,Agra,Tier 2,8905,316,507,17,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Flipkart,Bangalore,Tier 1,10489,683,1193,49,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Amazon,Jaipur,Tier 2,10731,168,2225,5,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Nykaa,Jamshedpur,Tier 3,3360,69,693,1,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Amazon,Kolkata,Tier 1,13362,675,1707,28,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Myntra,Coimbatore,Tier 2,2958,213,521,17,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Myntra,Lucknow,Tier 2,5917,376,1776,26,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Flipkart,Madurai,Tier 3,7229,555,285,10,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Amazon,Amritsar,Tier 3,930,68,172,5,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Flipkart,Mumbai,Tier 1,6812,71,2138,2,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Myntra,Indore,Tier 2,1627,50,632,3,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Amazon,Hyderabad,Tier 1,2017,131,111,3,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Flipkart,Kanpur,Tier 2,7857,516,2494,17,Competitor C,810,0.15,688.5
Shampoo,9/14/2024,1149,0,1149,Amazon,Madurai,Tier 3,9817,611,1101,44,Competitor C,810,0.15,688.5
Shampoo,9/15/2024,1149,0,1149,Purplle,Varanasi,Tier 3,2949,165,1334,8,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Nykaa,Mumbai,Tier 1,5793,382,2293,16,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Nykaa,Vijayawada,Tier 3,4384,143,743,9,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Amazon,Amritsar,Tier 3,778,51,178,2,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Nykaa,Indore,Tier 2,4569,365,678,11,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Myntra,Trivandrum,Tier 3,5522,219,2301,11,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Purplle,Madurai,Tier 3,4516,154,2498,9,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Nykaa,Guwahati,Tier 3,7000,323,1025,23,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Myntra,Jamshedpur,Tier 3,8467,278,3360,14,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Purplle,Bhopal,Tier 2,1490,19,658,1,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Nykaa,Trivandrum,Tier 3,4026,151,1530,10,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Nykaa,Varanasi,Tier 3,2702,106,266,3,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Nykaa,Faridabad,Tier 2,3270,220,1362,15,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Flipkart,Indore,Tier 2,11891,763,4533,27,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Nykaa,Bhopal,Tier 2,1938,42,262,3,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Myntra,Srinagar,Tier 3,7515,274,2896,20,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Myntra,Guwahati,Tier 3,504,9,27,1,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Amazon,Madurai,Tier 3,13722,302,133,24,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Myntra,Bhopal,Tier 2,8880,652,3590,51,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Purplle,Patna,Tier 2,6850,508,3302,26,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Myntra,Patna,Tier 2,6334,215,3005,7,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Myntra,Lucknow,Tier 2,1821,69,861,3,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Myntra,Visakhapatnam,Tier 2,7530,119,3480,4,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Nykaa,Chennai,Tier 1,5070,294,1099,18,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Nykaa,Hyderabad,Tier 1,5913,269,1760,14,Competitor C,810,0.05,769.5
Shampoo,9/15/2024,1149,0,1149,Flipkart,Mumbai,Tier 1,969,55,352,4,Competitor C,810,0.05,769.5
Shampoo,9/16/2024,1149,0,1149,Nykaa,Madurai,Tier 3,7473,117,3325,4,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Myntra,Jodhpur,Tier 3,2665,48,621,2,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Nykaa,Bangalore,Tier 1,5548,405,317,16,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Purplle,Srinagar,Tier 3,262,17,3,1,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Nykaa,Trivandrum,Tier 3,9596,328,381,16,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Flipkart,Coimbatore,Tier 2,7680,457,776,31,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Purplle,Coimbatore,Tier 2,1143,57,509,3,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Purplle,Madurai,Tier 3,5455,218,2709,4,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Purplle,Mumbai,Tier 1,6983,334,940,27,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Purplle,Chennai,Tier 1,4916,222,1191,8,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Purplle,Jamshedpur,Tier 3,1323,100,116,2,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Nykaa,Indore,Tier 2,4449,104,320,7,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Flipkart,Faridabad,Tier 2,10531,764,2089,32,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Myntra,Guwahati,Tier 3,5299,205,119,7,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Amazon,Agra,Tier 2,3805,199,123,11,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Purplle,Bangalore,Tier 1,2146,127,129,2,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Flipkart,Varanasi,Tier 3,6086,149,2256,6,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Purplle,Allahabad,Tier 3,6596,391,1176,16,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Nykaa,Jodhpur,Tier 3,10652,433,1256,27,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Flipkart,Vijayawada,Tier 3,7731,497,784,22,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Nykaa,Kanpur,Tier 2,6580,257,203,10,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Flipkart,Madurai,Tier 3,7099,495,1597,11,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Amazon,Kolkata,Tier 1,11229,526,1441,15,Competitor C,810,0.2,648
Shampoo,9/16/2024,1149,0,1149,Purplle,Guwahati,Tier 3,5750,93,2661,3,Competitor C,810,0.2,648
